"tournament_name","tournament_country_code","date_start","date_end","round_code","category_code","red_id","red_first_name","red_last_name","red_nationality_code","red_birth_date","blue_id","blue_first_name","blue_last_name","blue_nationality_code","blue_birth_date","winner_athlete_id","red_score","red_penalties","blue_score","blue_penalties","red_score_order","blue_score_order","fight_time"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMMJUN88","15888","Luka","JEZ","SRB","2007-09-10","15841","Yehor","DUBINIENKO","UKR","2007-09-10","15841",0,0,6,0,NULL,"1-1-2-2","84993"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMMJUN98O","8429","Artsiom","KOUTSIUKH","BLR","2008-01-01","10711","Thijs","LIP","NED","2008-01-01","8429",4,0,0,0,"4",NULL,"41945"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMMJUN71","9308","Edwin","ESCHKOV","GER","2007-07-17","8525","Mher","OHANYAN","ARM","2007-07-17","8525",0,0,3,0,NULL,"1-2","66654"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","RP1","SAMMJUN71","8096","Pavel","CUIUJUCLU","MDA","2006-08-17","9308","Edwin","ESCHKOV","GER","2006-08-17","8096",2,0,0,4,NULL,NULL,"241703"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR1","SAMWJUN72","15654","Anna","DERJAC","MDA","2008-01-28","12823","Anastasia","YEROMINA","UKR","2008-01-28","12823",0,0,10,0,NULL,"1-2-2-1-4","148297"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMWJUN59","8412","Vera","MINCHENIA","BLR","2007-03-20","5469","Violetta","KUMECHKO","UKR","2007-03-20","8412",0,0,0,1,NULL,NULL,"300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","CSMMJUN98","11862","Luka","NIKABADZE","GEO","2007-02-21","9482","Aren","HARUTYUNYAN","ARM","2007-02-21","9482",6,2,3,2,"2-2-1","2","99556"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMMJUN98O","8429","Artsiom","KOUTSIUKH","BLR","2008-01-01","11930","Gegi","TSVERAVA","GEO","2008-01-01","8429",1,2,1,1,"1",NULL,"297974"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMWJUN50","8017","Sonja","BOGDANOVIC","SRB","2006-12-31","8430","Dziyana","KUTS","BLR","2006-12-31","8017",0,1,0,1,NULL,NULL,"300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR2","SAMMJUN98O","3349","Vladimir","POLOTSKI","ISR","2006-08-09","10723","Hajbaba","IMAMALIYEV","AZE","2006-08-09","10723",4,0,8,3,"1-1","4-2-1-1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMMJUN58","8588","Nika","NANETASHVILI","GEO","2007-01-21","11742","Aleks","KHACHATRYAN","ARM","2007-01-21","11742",1,1,2,0,"1","1-1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMMJUN88","15987","Emir","COLAK","TUR","2006-09-09","15758","Giorgi","KAPANADZE","GEO","2006-09-09","15758",0,1,4,0,NULL,"2-2","259746"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMMJUN71","15757","Luka","TURMANISHVILI","GEO","2006-01-20","11444","Mikayil","AMIROV","AZE","2006-01-20","11444",0,1,1,1,NULL,"1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMWJUN50","15831","Yuliia","HOLEMBIIEVSKA","UKR","2008-11-15","8547","Milena","ARAKELYAN","ARM","2008-11-15","8547",0,0,1,1,NULL,"1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMMJUN58","11893","Gebrail","DAKAYEV","FRA","2007-10-11","15782","Ivaylo","GROZDEV","BUL","2007-10-11","11893",3,0,0,0,"1-1-1",NULL,"300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMMJUN58","13103","Arsenii","DEVIATOV","RUS","2006-06-27","13907","Eljan","ALAKBAROV","AZE","2006-06-27","13907",2,2,2,3,NULL,"1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","CSMMJUN64","14382","Vito","JAJANIDZE","GEO","2007-05-09","13111","Mikayel","TUMASYAN","ARM","2007-05-09","13111",0,0,0,0,NULL,NULL,"11190"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMWJUN50","9297","Alina","MELKOZEROVA","RUS","2006-10-19","15203","Elif","DURSUN","TUR","2006-10-19","9297",0,0,0,0,NULL,NULL,"75206"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR2","SAMMJUN58","8588","Nika","NANETASHVILI","GEO","2007-01-21","11360","Ivan","SHADRYN","BLR","2007-01-21","11360",1,1,1,0,"1","1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","R16","SAMMJUN71","9181","Spartak","KEKOV","BUL","2006-08-12","15173","Nidijus","KASPARAVICIUS","LTU","2006-08-12","9181",4,0,2,1,"4","1-1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR2","SAMMJUN88","8330","Arturs","JACENKO","LAT","2007-01-18","15841","Yehor","DUBINIENKO","UKR","2007-01-18","15841",1,1,1,2,NULL,"1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR2","SAMWJUN80O","12919","Omer","DADON","ISR","2006-05-21","9055","Darya","KAVALSKAYA","BLR","2006-05-21","12919",8,0,0,0,"2-4-2",NULL,"76375"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMWJUN72","13846","Sofija","PONOMARJOVA","LAT","2006-03-03","9326","Duska","BEKVALAC","SRB","2006-03-03","13846",4,1,0,0,"4",NULL,"193773"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMWJUN72","15654","Anna","DERJAC","MDA","2008-01-28","11723","Syuzanna","MANUKYAN","ARM","2008-01-28","11723",0,1,4,0,NULL,"4","136878"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","SAMMJUN88","15931","Aleksandr","MOROZOV","RUS","2007-12-29","8509","Vasili","BUTSKO","BLR","2007-12-29","15931",4,1,0,0,"1-1-2",NULL,"300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR2","SAMWJUN59","9300","Ioanna","KAKARANTZA","GRE","2007-04-16","5469","Violetta","KUMECHKO","UKR","2007-04-16","5469",0,0,8,0,NULL,"4-4","46894"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMWJUN59","15944","Sofia","IGONINA","RUS","2008-02-21","5469","Violetta","KUMECHKO","UKR","2008-02-21","5469",0,0,4,0,NULL,"2-2","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","CSMMJUN79","15837","Demyd","KORZH","UKR","2007-05-18","15217","Vadis","HAMBARDZUMYAN","ARM","2007-05-18","15217",0,0,4,0,NULL,"2-2","96540"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMWJUN59","9300","Ioanna","KAKARANTZA","GRE","2007-04-16","8412","Vera","MINCHENIA","BLR","2007-04-16","8412",0,0,8,0,NULL,"1-2-4-1","146943"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","CSMMJUN79","15923","Egor","KALININ","RUS","2006-05-10","11374","Valentin","BOYANOV","BUL","2006-05-10","15923",0,0,4,0,NULL,"4","59237"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","CSMMJUN98","15950","Lazar","CERAN","SRB","2007-08-24","15924","Dmitrii","LIPATOV","RUS","2007-08-24","15924",0,2,1,0,NULL,NULL,"141111"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR1","SAMMJUN98O","11930","Gegi","TSVERAVA","GEO","2006-09-21","10711","Thijs","LIP","NED","2006-09-21","11930",8,0,0,0,"2-4-2",NULL,"69678"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","CSMMJUN64","15728","Erekle","GIORGADZE","UKR","2008-03-29","15785","Matija","HORVAT","CRO","2008-03-29","15728",0,0,0,0,NULL,NULL,"37201"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","CSMMJUN64","15995","Mehmet","EVRAN","TUR","2006-02-05","14382","Vito","JAJANIDZE","GEO","2006-02-05","14382",0,2,8,0,NULL,"1-4-2","243108"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMWJUN59","11688","Ester","FISTES","SRB","2006-06-21","11549","Nala","JURAS","CRO","2006-06-21","11549",0,0,1,1,NULL,"1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMWJUN50","7575","Denitsa","GEORGIEVA","BUL","2006-11-19","15280","Tamar","SUKHIASHVILI","GEO","2006-11-19","7575",6,0,1,0,"2-4","1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMWJUN59","7457","Vitalia","TABAC","MDA","2006-06-29","14379","Mariam","SITCHINAVA","GEO","2006-06-29","14379",2,0,2,0,"2","2","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR1","SAMWJUN59","7457","Vitalia","TABAC","MDA","2006-06-29","11549","Nala","JURAS","CRO","2006-06-29","11549",1,0,9,0,"1","2-4-1-2","86683"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","CSMMJUN98","15208","Eren","KEMERLI","TUR","2006-01-19","11862","Luka","NIKABADZE","GEO","2006-01-19","11862",0,0,8,0,NULL,"4-2-2","65782"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","R16","SAMWJUN72","14521","Anamaria","GELASHVILI","GEO","2007-02-27","15945","Anna","SHKOLA","RUS","2007-02-27","15945",0,2,3,0,NULL,"2","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","R16","SAMWJUN50","8434","Carolina","SZABO","ROU","2006-10-03","8017","Sonja","BOGDANOVIC","SRB","2006-10-03","8017",0,0,2,0,NULL,"1-1","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","R16","SAMWJUN50","9247","Evelina","KAZACENKO","LAT","2007-11-14","15831","Yuliia","HOLEMBIIEVSKA","UKR","2007-11-14","15831",0,0,8,0,NULL,"4-4","55454"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","R16","SAMWJUN50","8207","Eva","ALBERTI","FRA","2007-10-22","9297","Alina","MELKOZEROVA","RUS","2007-10-22","9297",0,1,4,0,NULL,"4","75000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMWJUN72","15945","Anna","SHKOLA","RUS","2008-02-22","12823","Anastasia","YEROMINA","UKR","2008-02-22","12823",8,0,8,3,"4-2","4-2-2","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","SAMWYUT80","14470","Ekaterina","USTIUZHANINOVA","RUS","2009-10-27","13107","Ana","GAGOSHIDZE","GEO","2009-10-27","14470",9,0,0,0,"4-1-4",NULL,"36040"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","SAMMYUT88","13187","Bogdan","KORCHAGIN","RUS","2008-01-06","12717","Pavel","MISHCHANKA","BLR","2008-01-06","13187",0,0,0,0,NULL,NULL,"30276"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","SAMWYUT65","9304","Virineia","MAKSIMOVA","RUS","2008-10-17","15970","Chrysoula-stavroula","OURANITSA","GRE","2008-10-17","9304",0,0,0,0,NULL,NULL,"157431"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","SAMMYUT53","15770","Temo","GOGRITCHIANI","GEO","2008-02-05","13180","Maksim","IVANIUK","RUS","2008-02-05","15770",1,2,1,0,"1",NULL,"240000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","SAMWYUT47","15830","Polina","STEBLIEVA","UKR","2010-02-20","15947","Elizaveta","LOGVINOVA","RUS","2010-02-20","15947",0,0,0,0,NULL,NULL,"123945"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR2","SAMWYUT59","14434","Anano","KINTSURASHVILI","GEO","2008-10-11","15808","Mariia","NAHORNA","UKR","2008-10-11","14434",1,0,0,0,"1",NULL,"240000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR2","SAMWYUT65","13804","Elin","BARTAKOVIC","CRO","2010-08-04","11378","Gabriela","SPASOVA","BUL","2010-08-04","11378",0,0,2,0,NULL,"1-1","240000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","R16","SAMWJUN54","9083","Ruslana","SHOBA","BLR","2008-06-04","12748","Milana","VRCINAC","SRB","2008-06-04","9083",2,0,0,0,"2",NULL,"300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","RP1","SAMWJUN50","8207","Eva","ALBERTI","FRA","2007-10-22","15203","Elif","DURSUN","TUR","2007-10-22","8207",0,0,0,0,NULL,NULL,"106121"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMWJUN50","9297","Alina","MELKOZEROVA","RUS","2006-10-19","8547","Milena","ARAKELYAN","ARM","2006-10-19","9297",0,0,0,0,NULL,NULL,"44430"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMWJUN80O","9055","Darya","KAVALSKAYA","BLR","2007-07-15","8325","Valeriia","NIZHEGORODOVA","RUS","2007-07-15","8325",0,0,8,0,NULL,"1-1-1-1-4","266657"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMWJUN80O","8325","Valeriia","NIZHEGORODOVA","RUS","2006-01-28","12919","Omer","DADON","ISR","2006-01-28","8325",9,0,0,0,"1-2-4-2",NULL,"144302"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMWJUN80O","11748","Gabriele","DOLGOVAITE","LTU","2006-07-20","15274","Mariami","GABITASHVILI","GEO","2006-07-20","15274",0,0,0,1,NULL,NULL,"95451"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","CSMMJUN79","15923","Egor","KALININ","RUS","2006-05-10","15217","Vadis","HAMBARDZUMYAN","ARM","2006-05-10","15923",4,0,0,0,"2-2",NULL,"61010"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR1","SAMWYUT59","12737","Mia","MALES","SRB","2009-04-08","13034","Lena","ERNST","GER","2009-04-08","12737",6,0,0,0,"2-4",NULL,"170456"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMWJUN80O","14261","Teodora","DJORDJEVIC","SRB","2007-08-22","15274","Mariami","GABITASHVILI","GEO","2007-08-22","15274",7,0,16,1,"4-1-2","4-4-4-4","213270"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMWJUN80O","15672","Anna","PANKOVA","UKR","2007-09-01","14261","Teodora","DJORDJEVIC","SRB","2007-09-01","14261",0,0,8,0,NULL,"4-4","38299"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","QFL","SAMWJUN72","9521","Eleni","TAXIDOU","GRE","2008-12-23","8409","Darya","NAVITSKAYA","BLR","2008-12-23","8409",0,0,0,0,NULL,NULL,"32534"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","CSMMJUN64","15934","Nurmagomed","MAGOMEDOV","RUS","2006-02-21","15728","Erekle","GIORGADZE","UKR","2006-02-21","15934",5,0,3,1,"1-4","1-2","300000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMMJUN58","13907","Eljan","ALAKBAROV","AZE","2007-08-27","11893","Gebrail","DAKAYEV","FRA","2007-08-27","13907",8,0,0,1,"2-1-2-1-1-1",NULL,"184431"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","SAMWYUT59","14482","Daria","EREMENKO","RUS","2009-04-14","15710","Aliaksandra","MAISEYENKA","BLR","2009-04-14","14482",4,0,0,0,"4",NULL,"184215"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","SAMMYUT64","15932","Artur","GRIGORIAN","RUS","2008-07-18","12756","Uladzislau","SHADRYN","BLR","2008-07-18","15932",0,0,0,1,NULL,NULL,"240000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","FNL","SAMWYUT80O","13141","Aleksandra","REPIAKH","RUS","2008-07-24","15779","Mariam","MTSKERASHVILI","GEO","2008-07-24","13141",5,0,0,0,"1-4",NULL,"229902"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","RP1","SAMWYUT59","15994","Latife","CIL","TUR","2009-10-15","12737","Mia","MALES","SRB","2009-10-15","12737",0,0,0,0,NULL,NULL,"95930"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","RP1","SAMWYUT59","14092","Valeria","BURLAC","MDA","2010-03-18","14434","Anano","KINTSURASHVILI","GEO","2010-03-18","14434",0,0,8,0,NULL,"4-4","115469"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR1","SAMWYUT80O","15799","Nikoleta","PETROVA","BUL","2010-12-08","13996","Kateryna","USTINOVA","UKR","2010-12-08","13996",1,0,7,0,"1","1-2-4","161822"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","RP2","SAMMYUT64","15667","Daniil","GAIDEV","MDA","2008-11-01","13843","Yusif","ALIYEV","AZE","2008-11-01","13843",0,0,0,0,NULL,NULL,"101881"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMWYUT80","15647","Liuba","BIRCA","MDA","2008-03-09","13107","Ana","GAGOSHIDZE","GEO","2008-03-09","13107",0,0,10,0,NULL,"1-1-1-2-1-4","183835"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMWYUT72","11764","Valeriia","KANIKOVSKA","UKR","2008-09-10","13825","Petra","GOJAK","CRO","2008-09-10","11764",0,0,0,0,NULL,NULL,"47903"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMWYUT65","9304","Virineia","MAKSIMOVA","RUS","2008-10-17","15778","Nino","TKESHELASHVILI","GEO","2008-10-17","9304",2,0,0,1,"2",NULL,"137544"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR1","SAMMYUT53","13835","Oleksandr","OLISHEVYCH","UKR","2008-06-11","13116","Sevak","DAVOYAN","ARM","2008-06-11","13116",3,0,5,1,"2-1","1-2-1-1","240000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","RP1","SAMMYUT88","15974","Manousos","ATLIDAKIS","GRE","2008-09-03","15955","Goga","BABAYAN","ARM","2008-09-03","15955",0,0,2,1,NULL,"1-1","240000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMWYUT59","15808","Mariia","NAHORNA","UKR","2009-09-21","15710","Aliaksandra","MAISEYENKA","BLR","2009-09-21","15710",0,1,10,0,NULL,"1-2-1-2-4","237068"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMWYUT72","14484","Varvara","ZELENTSOVA","RUS","2009-01-03","13802","Stafaniya","MARTSYNKEVICH","BLR","2009-01-03","14484",0,0,0,1,NULL,NULL,"182729"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR1","SAMMYUT64","15953","Hakob","UMRSHADYAN","ARM","2008-08-13","13098","Nika","BREGVADZE","GEO","2008-08-13","15953",3,0,0,1,"2-1",NULL,"224049"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","RP2","SAMMYUT64","12977","Tsvetan","STANEV","BUL","2008-02-08","15953","Hakob","UMRSHADYAN","ARM","2008-02-08","15953",0,0,0,0,NULL,NULL,"0"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","BR2","SAMMYUT64","13843","Yusif","ALIYEV","AZE","2008-06-26","7896","Alex","KALMYKOV","ISR","2008-06-26","7896",0,1,3,1,NULL,"2-1","240000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMWYUT65","15970","Chrysoula-stavroula","OURANITSA","GRE","2009-01-14","11378","Gabriela","SPASOVA","BUL","2009-01-14","15970",9,0,0,0,"4-1-4",NULL,"209538"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMMYUT64","7896","Alex","KALMYKOV","ISR","2009-04-07","12756","Uladzislau","SHADRYN","BLR","2009-04-07","12756",0,1,3,1,NULL,"1-2","240000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMMYUT98O","8429","Artsiom","KOUTSIUKH","BLR","2008-01-01","15773","Giorgi","KASHIBADZE","GEO","2008-01-01","15773",0,0,4,1,NULL,"4","240000"
"2026 European Youth and Junior Sambo Championships","SRB","2026-04-21","2026-04-23","SFL","SAMWYUT50","9286","Marija","TANACKOV","SRB","2009-12-04","15776","Sopio","GIUNASHVILI","GEO","2009-12-04","9286",8,0,0,0,"4-4",NULL,"44912"
